"Y","A","L","S","C"
NA,1,0.74728669616574,1,1
2.90114365828848,0,-0.487257835389733,1,0
8.86250222449309,1,1.37290778147951,1,0
NA,NA,-0.377672360646221,0,0
NA,NA,-0.616152614118394,0,0
NA,NA,-1.16812505107469,0,0
NA,NA,0.328640358591086,0,0
NA,NA,1.46651062744016,0,0
NA,NA,-0.356009545088913,0,0
NA,NA,0.261467641877431,0,0
1.91800100161868,0,0.333328855175731,1,0
NA,NA,1.42219324030954,0,0
5.65741354425155,1,0.663876600666173,1,0
NA,NA,-1.07365515569531,0,0
NA,NA,-0.69690177466674,0,0
NA,NA,-0.746130456934561,0,0
1.45345439857504,0,0.141572872132219,1,0
NA,NA,-0.00394722073065307,0,0
2.77076770143942,0,0.367937501091766,1,0
NA,NA,-0.657342914697247,0,0
NA,NA,-0.376346670161052,0,0
NA,NA,0.741360060425085,0,0
NA,NA,-0.0996067564484702,0,0
2.40771845046191,1,-0.654289878607095,1,0
8.82543348369394,1,0.971164374061271,1,0
5.78043545883029,1,0.0134963115683865,1,0
NA,NA,-0.916534667021545,0,0
7.77970181205229,1,1.70968856126164,1,0
NA,NA,-1.16810098994666,0,0
NA,NA,-1.78103626015252,0,0
NA,NA,-2.25313244856822,0,0
NA,0,0.651125969546699,1,1
NA,NA,-0.532832625602767,0,0
NA,NA,-0.275559356972283,0,0
NA,NA,0.289626972629046,0,0
NA,NA,-0.466484061790764,0,0
NA,NA,-1.60806017494469,0,0
NA,NA,-1.94978379604199,0,0
NA,NA,-0.340699918230981,0,0
NA,NA,0.17472552733132,0,0
NA,NA,-2.27777756077723,0,0
3.06459355772245,0,0.290524480947084,1,0
2.83712920217362,0,0.422306357473614,1,0
8.19809818815503,1,1.29473736320671,1,0
NA,NA,0.164714018573954,0,0
NA,NA,0.204953840800235,0,0
NA,NA,0.604603626725806,0,0
7.77087204086383,1,-0.0191407691689314,1,0
NA,NA,-0.0797143473788086,0,0
1.46659439213988,0,0.115984464402805,1,0
2.32100525714477,0,0.744173364048388,1,0
NA,NA,-0.431290603527693,0,0
NA,NA,-0.499528951911234,0,0
NA,NA,-0.865162076755711,0,0
NA,NA,-0.957757283271873,0,0
NA,NA,0.326799971338638,0,0
9.08586075595298,1,1.54737222568517,1,0
NA,NA,-0.968859568864431,0,0
NA,NA,-0.188440426259463,0,0
NA,NA,-1.03000116145592,0,0
6.07972724790515,1,0.908086441860496,1,0
NA,NA,-0.317381864708129,0,0
NA,NA,0.179003966540422,0,0
8.638106208578,1,0.348028187729177,1,0
NA,NA,-1.05427902127444,0,0
NA,NA,-0.104744288110701,0,0
NA,NA,-0.228342617094529,0,0
7.40622078741187,1,0.675355562427539,1,0
NA,NA,-1.23324469350631,0,0
NA,NA,-1.19996154442278,0,0
NA,1,0.765866576616108,1,1
NA,NA,-0.588097861282977,0,0
NA,NA,-0.660295829975576,0,0
3.95275945744702,1,0.113013522197344,1,0
NA,NA,-0.320398799686039,0,0
4.42788440446643,0,1.86638149693879,1,0
NA,1,0.259531455767799,1,1
NA,NA,0.16156007091807,0,0
6.45921096584865,1,0.931074909335354,1,0
3.97620986105979,1,-0.0599467492596211,1,0
NA,NA,0.0487397000774502,0,0
NA,NA,-1.07287540073396,0,0
NA,NA,-2.29297143048067,0,0
NA,NA,-1.20720685006434,0,0
0.795253844382107,0,0.114109429797191,1,0
NA,NA,-1.03329707910538,0,0
NA,NA,0.688807752342063,0,0
NA,1,0.725083017674864,1,1
NA,NA,0.217380210939088,0,0
4.60604669592487,1,-0.201656731618378,1,0
NA,NA,-1.36568986058868,0,0
NA,NA,-0.30893760867716,0,0
4.3350967663242,1,-0.452902886537227,1,0
NA,NA,0.663229144519792,0,0
NA,NA,1.3086295367487,0,0
NA,NA,0.501040309894498,0,0
NA,NA,-1.12828853519737,0,0
4.59770050794084,0,1.67099730539817,1,0
7.45934414958212,1,1.01035303245212,1,0
NA,NA,0.223521215874458,0,0
NA,NA,-2.20648459320962,0,0
1.2236063918771,0,-0.954585618553158,1,0
NA,NA,-0.0685730672102366,0,0
7.52070261565298,1,0.76130590156527,1,0
NA,NA,-1.17990419995829,0,0
NA,1,3.21119895676729,1,1
NA,NA,-2.55382485095083,0,0
NA,NA,-0.235933949334065,0,0
NA,NA,-0.259562643261435,0,0
NA,NA,-0.663366916619193,0,0
NA,NA,-0.318990710826149,0,0
8.26884293515022,1,0.742395157572315,1,0
1.65156580973092,0,-0.874292675785773,1,0
NA,NA,-2.08281376630328,0,0
NA,NA,0.0937679028102176,0,0
NA,NA,-0.00181981200279561,0,0
NA,1,-0.013100652371574,1,1
NA,NA,0.667968074558104,0,0
NA,NA,-0.0131677029521626,0,0
NA,NA,0.776047030476303,0,0
NA,NA,-2.01073533263526,0,0
NA,NA,-1.1281804949718,0,0
NA,NA,0.34879957158572,0,0
NA,NA,-0.352898482096924,0,0
8.22477786966602,1,0.944774597917623,1,0
NA,NA,-1.00471985252646,0,0
6.56805102728349,1,0.723902732496846,1,0
NA,NA,-0.668832740990364,0,0
NA,NA,-1.1130401937158,0,0
1.12226737389747,0,-0.342805189366945,1,0
NA,NA,0.0497793231687396,0,0
NA,NA,-1.22768196152554,0,0
1.51670245999744,0,-0.764005910827448,1,0
NA,NA,-1.24618206161788,0,0
8.1341004229309,1,1.01677397775977,1,0
NA,NA,0.723612624058863,0,0
-0.0045620005685062,0,-1.03252713710511,1,0
NA,1,0.557346004122758,1,1
4.80463138140911,1,-0.255581423099522,1,0
NA,NA,-1.11339175714667,0,0
NA,1,0.421197439614804,1,1
5.16536352829989,1,-0.322950311846374,1,0
NA,NA,0.880179901191523,0,0
1.26043189823293,0,-0.194863606775901,1,0
8.59053230008982,1,1.18805498210378,1,0
2.37701808194677,1,-0.509764511767954,1,0
NA,NA,0.219548010873294,0,0
NA,NA,0.370294421364558,0,0
NA,NA,0.279108393730607,0,0
2.47918551188181,0,0.201942437313324,1,0
NA,NA,-0.0129965424313442,0,0
NA,NA,-0.0908650060774901,0,0
NA,1,1.36503136531884,1,1
NA,1,0.908130568883166,1,1
NA,NA,-0.609888171401906,0,0
8.53471254434819,1,1.39643722121945,1,0
2.92655323008429,0,0.144798373308446,1,0
NA,NA,-0.640606771595302,0,0
NA,NA,0.169802259558534,0,0
1.0132197361752,0,-0.157187487420844,1,0
5.29681481461867,1,0.100939594546104,1,0
NA,NA,-0.97339415414828,0,0
NA,NA,-0.819825275253199,0,0
NA,NA,1.36291896902543,0,0
7.3967073863997,1,0.961370930531278,1,0
NA,NA,-0.883724474401114,0,0
NA,NA,-0.900092115436322,0,0
6.18477039953068,0,1.72333313279683,1,0
9.53924609357185,1,1.90904216212893,1,0
NA,NA,-0.777141195855263,0,0
NA,NA,-1.30230526261311,0,0
NA,NA,2.62349516681868,0,0
NA,NA,0.229628914346807,0,0
3.07292442966603,0,0.186749892141885,1,0
2.4814900694821,0,0.0761366349502805,1,0
3.7096231907824,0,1.40486018632133,1,0
3.04428999642633,0,-0.191722235336317,1,0
4.93967112620869,0,1.45939216415609,1,0
NA,NA,-0.220655451134541,0,0
5.57676824012414,1,0.50514588627314,1,0
3.48289226477229,1,-1.03349700607288,1,0
2.66768836134735,0,0.17047347145922,1,0
NA,1,1.20066816089193,1,1
NA,NA,-0.163405914765736,0,0
9.86423932313543,1,1.28247586312264,1,0
NA,1,2.72719638791127,1,1
3.65233107390175,0,0.941924217330924,1,0
NA,NA,-0.248614037279559,0,0
NA,NA,0.0964788597064851,0,0
NA,NA,-0.433930941301739,0,0
NA,1,2.17866786745157,1,1
NA,NA,-2.95877961913012,0,0
NA,NA,0.0808882391991137,0,0
NA,NA,0.110137804617221,0,0
NA,NA,0.213448326312653,0,0
NA,NA,-1.55781961263232,0,0
0.430701787523733,0,0.216211546257758,1,0
6.01145091819025,1,0.18766381702644,1,0
NA,NA,1.2586221252136,0,0
NA,NA,0.523517780908964,0,0
8.00864576090877,1,1.11545427747996,1,0
NA,NA,-0.957502242170469,0,0
NA,NA,-0.124405579855432,0,0
3.49216637508654,0,0.191737829049968,1,0
NA,0,0.272217250603347,1,1
NA,NA,-0.693814463673254,0,0
NA,NA,1.47917192085213,0,0
NA,NA,-0.611767021642771,0,0
NA,NA,-1.61430997435935,0,0
2.59559670067055,0,0.40249011059067,1,0
6.43915996424681,1,0.664555447289484,1,0
NA,NA,0.944127070994937,0,0
NA,NA,-0.946260797708289,0,0
NA,NA,-0.248288449238896,0,0
NA,NA,-1.32843646853908,0,0
9.99302072875112,1,0.844763742098917,1,0
6.50906942099541,1,0.347696732438648,1,0
NA,NA,0.913762586431107,0,0
NA,NA,0.608274553380681,0,0
NA,NA,-0.607547987804487,0,0
NA,NA,0.179658070871844,0,0
NA,NA,-1.90840941941738,0,0
5.24735855673876,0,0.502946257689096,1,0
2.01204975594601,0,0.968899153478499,1,0
NA,NA,-0.875737125773327,0,0
NA,NA,-2.13602453869801,0,0
NA,NA,-1.52282758158501,0,0
4.03334819222293,1,-1.11311820788607,1,0
8.93559576605171,1,1.2409838955359,1,0
NA,NA,0.00348193506299025,0,0
NA,NA,-1.23779458599307,0,0
NA,NA,0.555699118898025,0,0
NA,NA,-2.1831493493599,0,0
NA,NA,-0.247024457097248,0,0
NA,NA,1.11285692758645,0,0
NA,NA,-0.341673237009086,0,0
6.61710106526366,1,1.30543834214107,1,0
9.10910609308437,1,1.79532387144079,1,0
NA,NA,-1.16783522747345,0,0
NA,NA,-1.15228762498202,0,0
2.81778960576143,1,-0.914455469345649,1,0
7.38373516169766,1,0.52872803253363,1,0
NA,NA,0.835078927048582,0,0
NA,NA,1.20913697409153,0,0
8.9258494566063,1,1.29947254536082,1,0
7.33344190959024,1,1.07573230420989,1,0
6.91837926770801,1,0.939801023514297,1,0
NA,NA,0.163374693406766,0,0
1.52252658667558,1,-0.888138558640392,1,0
NA,NA,-0.72616098275635,0,0
6.75243913723177,1,0.407597005613739,1,0
NA,NA,1.68353633925179,0,0
NA,NA,1.70597982356461,0,0
NA,NA,-1.92616670082608,0,0
NA,NA,-0.833998015228465,0,0
NA,NA,1.41913251633319,0,0
NA,NA,-1.06410971501924,0,0
NA,NA,-1.61357747248045,0,0
NA,NA,0.599811088697427,0,0
NA,NA,1.73296470538705,0,0
10.4787599719895,1,1.93450456245773,1,0
6.10925019490787,1,0.532820575670794,1,0
NA,NA,0.719665756019784,0,0
NA,0,0.560093385755184,1,1
NA,NA,-0.018086931659967,0,0
NA,NA,-3.37173908255051,0,0
NA,NA,0.760703244759755,0,0
NA,NA,-0.39122685224321,0,0
NA,1,1.00990122381185,1,1
NA,NA,-0.626973147073749,0,0
NA,NA,-1.63457736950186,0,0
4.65195553848981,0,1.24524265203048,1,0
1.8649772700004,0,0.181377446555404,1,0
6.2852189771654,0,3.4953042639856,1,0
7.57099118629016,1,0.915591913326913,1,0
3.0452335591275,0,1.04850651742624,1,0
NA,NA,0.763824936934856,0,0
NA,NA,-0.6033873768594,0,0
NA,NA,-0.370429662702776,0,0
8.66169507029348,1,1.05982593833365,1,0
6.85543731626573,1,1.05511052983939,1,0
NA,NA,0.582972161120319,0,0
NA,NA,-0.986567435539539,0,0
7.80423535891277,1,1.68462181174398,1,0
NA,NA,-1.36684104568263,0,0
3.30743473132482,1,-0.433214348611114,1,0
10.5181701857583,1,2.32505849371513,1,0
NA,NA,0.524122181151092,0,0
NA,NA,0.970733416408591,0,0
6.92858766779231,1,0.376973397152614,1,0
NA,NA,-0.995933396542156,0,0
3.56363652883159,1,-0.597482913048045,1,0
NA,NA,0.165251423080152,0,0
NA,NA,-2.92847717857757,0,0
0.660215688663242,0,-0.847914226578549,1,0
8.91839029103641,1,0.798584512223446,1,0
NA,NA,-0.298455987965219,0,0
NA,NA,-0.283611376945371,0,0
NA,NA,0.869519306648764,0,0
NA,NA,-0.544355284698977,0,0
NA,1,0.628803235377603,1,1
NA,NA,-1.42233445794539,0,0
NA,NA,-1.22751263333428,0,0
0.200451056739164,1,-1.67410551574443,1,0
NA,1,0.0843984822448786,1,1
NA,NA,-0.2061256639704,0,0
3.968669116047,0,1.44187164028206,1,0
3.62292109158698,1,-0.0417821033853644,1,0
NA,NA,1.35375447776378,0,0
6.86009739241181,0,1.94522527592283,1,0
NA,NA,-0.490938233708141,0,0
NA,NA,0.388439074944612,0,0
0.0231992263613525,0,-0.84489325918598,1,0
NA,NA,0.737990367871089,0,0
NA,NA,-1.07976033128386,0,0
NA,NA,-1.02647387624363,0,0
NA,NA,0.288793361578875,0,0
NA,NA,0.0908113192871749,0,0
2.72575838359213,0,0.262623176711222,1,0
NA,NA,0.0693349127912537,0,0
NA,NA,-0.528643818856825,0,0
3.3155266009091,0,-0.130202164518766,1,0
NA,NA,1.62015874435582,0,0
NA,0,-0.0178951233234706,1,1
NA,NA,-1.31848939894929,0,0
NA,NA,-0.844560160581277,0,0
NA,NA,-1.10181487249111,0,0
NA,NA,-0.900090143007498,0,0
NA,NA,-1.26108391982248,0,0
NA,NA,-2.6258489024829,0,0
6.7245239732238,1,0.669065749190573,1,0
NA,0,0.660041509230777,1,1
0.265184540583851,0,-0.25060043539111,1,0
NA,NA,-0.723797316953819,0,0
NA,NA,-0.812181632329413,0,0
NA,NA,0.398734336018413,0,0
2.38842257977368,0,0.226563573879377,1,0
7.25881047017486,1,0.42164357975321,1,0
NA,NA,0.00483794372409907,0,0
NA,NA,0.618983915096519,0,0
5.6749957856918,1,0.431133944485928,1,0
NA,1,0.558312370187223,1,1
3.18192165339805,0,0.495961280672009,1,0
9.04404465399092,1,1.66188574094578,1,0
NA,NA,-1.0550346122045,0,0
NA,1,1.50832468678,1,1
NA,NA,-0.334208656655074,0,0
NA,NA,-0.0649807438184409,0,0
NA,NA,0.0810815387134028,0,0
0.889634379640718,0,-0.448214795538841,1,0
NA,NA,-2.55380695026597,0,0
NA,NA,-0.312932535119014,0,0
NA,NA,0.0413831520402976,0,0
NA,NA,-1.73772806133762,0,0
7.12909980737957,1,0.54993965969838,1,0
0.340029188052417,0,-0.597273692593322,1,0
8.59547101612326,1,1.44774180603655,1,0
4.5561569199648,1,0.264868114264259,1,0
NA,0,-0.788782807782472,1,1
NA,NA,0.167732220671529,0,0
NA,NA,0.25758310820126,0,0
NA,1,0.912047367450309,1,1
NA,NA,-0.156872382554867,0,0
NA,NA,-2.03337570844709,0,0
0.74538628675258,0,-1.29966582307858,1,0
0.114074956674841,0,-0.857250659929035,1,0
NA,NA,0.426265294536191,0,0
NA,NA,-0.284836263084754,0,0
NA,NA,-0.614368541969862,0,0
1.1852236098442,0,-0.844890832157483,1,0
2.21811181959845,0,0.153694957218872,1,0
0.0923909004039302,0,-0.851432275778188,1,0
1.27300564789376,0,-0.397921072942885,1,0
NA,NA,-0.939977226280953,0,0
NA,NA,-1.38825374141942,0,0
NA,NA,0.955184588863398,0,0
1.93490327007298,1,-1.31749547003238,1,0
NA,NA,0.0730291461596218,0,0
5.39115171225337,1,-0.56818584856837,1,0
NA,NA,-1.05845066878383,0,0
2.33416615079111,0,0.259313538417069,1,0
NA,NA,0.373134504519161,0,0
7.66344906570616,1,1.26466676928415,1,0
3.17253264894988,0,0.325224996068265,1,0
NA,NA,-0.138467319508306,0,0
3.88737972708056,0,2.6024688972798,1,0
NA,NA,-0.650284428487915,0,0
NA,NA,-1.00318322831336,0,0
NA,NA,-0.535113912874478,0,0
NA,NA,-0.110414566776788,0,0
NA,NA,0.600430169313573,0,0
NA,NA,0.415845059598682,0,0
3.73514213637971,1,-0.105750646676992,1,0
0.413264636815788,0,-0.856562538246121,1,0
7.54639510452118,1,1.12732733432216,1,0
3.56992530983386,0,0.916281621448453,1,0
NA,NA,-0.724379592724361,0,0
7.75943976190214,1,0.686779087574742,1,0
5.84100991240784,1,0.450085791644612,1,0
4.82042676920293,0,1.04522160610504,1,0
NA,NA,0.149629034437439,0,0
NA,NA,-1.14106715320069,0,0
NA,NA,0.802499402419657,0,0
NA,NA,-0.728716530969446,0,0
NA,NA,0.527209285728481,0,0
NA,1,1.67347877221231,1,1
NA,NA,-1.41882802027083,0,0
3.25106368183175,0,1.56191080116889,1,0
8.30199360485781,1,1.35316100891808,1,0
NA,NA,-0.528696776691558,0,0
4.19344117428195,1,-0.251272775479278,1,0
NA,NA,-0.685847686292498,0,0
NA,NA,-0.570367652254122,0,0
3.44077932595236,0,0.579631381546157,1,0
NA,NA,-0.898959005252115,0,0
2.48613250676629,0,-0.190329887912783,1,0
NA,NA,-0.143903377346461,0,0
NA,NA,-0.0965726512875553,0,0
NA,NA,0.181446715722357,0,0
NA,NA,1.59657420918631,0,0
NA,NA,-0.451331739893457,0,0
NA,NA,-0.794880224800819,0,0
6.36169342839,1,0.792284349652293,1,0
NA,NA,0.380472299761027,0,0
2.04769784917235,0,0.235787982992453,1,0
NA,NA,0.59098826352041,0,0
NA,NA,-1.41193020207889,0,0
7.30548709047994,1,1.06329579229111,1,0
7.19176851988685,1,0.453917878897591,1,0
8.17921383781965,1,0.951312977019787,1,0
NA,NA,-0.598517713401516,0,0
NA,NA,-1.84194005034614,0,0
NA,NA,-0.484589533147934,0,0
NA,NA,-0.906846815023397,0,0
NA,1,2.22276244740438,1,1
NA,NA,-0.41346657637618,0,0
3.57401700308071,1,-0.215673846704644,1,0
NA,1,1.06297852007115,1,1
NA,NA,0.620346526580243,0,0
7.67912388175323,1,0.673066651879,1,0
NA,1,2.63370956294833,1,1
NA,NA,0.16611439867297,0,0
NA,0,1.90517553753426,1,1
NA,NA,0.253718401313083,0,0
NA,NA,-1.4590219672543,0,0
NA,NA,-2.22724824128035,0,0
NA,NA,0.649683551167725,0,0
3.20862438935214,1,-0.999249864768557,1,0
3.30659100920002,0,0.0419723836763139,1,0
NA,NA,1.77704370004004,0,0
1.59528170451743,0,0.347182677337207,1,0
NA,NA,-0.287097446149789,0,0
NA,NA,-1.92457665210911,0,0
0.594369652472406,1,-0.800649109339913,1,0
NA,NA,-0.575617970726623,0,0
7.43034762857723,1,0.684205732670356,1,0
NA,NA,0.483457347617138,0,0
NA,NA,0.0139634087073798,0,0
NA,NA,0.180243734625121,0,0
NA,NA,-0.2881232483085,0,0
NA,NA,0.0302272228902285,0,0
NA,NA,0.271674108529486,0,0
NA,1,0.449158427413426,1,1
8.91812471012319,1,1.82762765843039,1,0
NA,NA,-1.11202371088381,0,0
4.00133603862217,0,1.47480743158371,1,0
NA,NA,0.671512460144391,0,0
NA,NA,-1.54532854371443,0,0
5.00228751947201,1,-0.277047227991105,1,0
NA,1,-0.62934299197198,1,1
NA,NA,-0.933000451619752,0,0
NA,NA,-1.53788648422826,0,0
2.30301289304876,1,-0.494102049599945,1,0
NA,NA,-0.435360015270196,0,0
NA,NA,-0.323544676280226,0,0
NA,NA,-2.06111361891619,0,0
NA,NA,0.441502555095545,0,0
NA,1,0.746351246566367,1,1
NA,NA,0.789642873824685,0,0
3.93519889143534,0,0.770740507039544,1,0
2.86318907322088,1,0.200506317830367,1,0
4.40847971153513,0,1.46835003167775,1,0
NA,NA,-0.876455483940753,0,0
NA,1,-1.22660469372111,1,1
6.88725991762426,1,0.337837919974576,1,0
1.90826441488945,0,0.440824087254149,1,0
NA,NA,-0.746516451736769,0,0
NA,NA,0.0366061204319243,0,0
2.46003382732607,0,0.323309624203048,1,0
4.44930507835219,0,0.379676032401592,1,0
NA,0,0.876556495795362,1,1
NA,NA,0.933387987569637,0,0
NA,NA,-2.42880752268242,0,0
10.1465857032687,1,1.72799402342117,1,0
NA,NA,0.456002646277211,0,0
NA,NA,-0.570360345745652,0,0
NA,NA,-1.11462440217797,0,0
NA,NA,0.905064265563895,0,0
NA,NA,0.328096015484134,0,0
NA,NA,1.07808996004782,0,0
NA,NA,-0.060315553702501,0,0
2.56220870982184,0,-0.243518761963125,1,0
10.9690406455444,1,2.24142256068828,1,0
NA,NA,-2.03599297085583,0,0
NA,NA,0.390914465082838,0,0
5.79138184239246,1,0.384813342899653,1,0
NA,1,0.438695599541397,1,1
1.99751522237365,0,0.55814090204657,1,0
0.1993100514694,0,-0.276406382977446,1,0
4.88202323422835,0,1.16628807898223,1,0
-0.944420863745126,1,-2.45427723493739,1,0
NA,NA,-0.805566259454567,0,0
NA,NA,-0.119144550620025,0,0
NA,NA,0.163216234138794,0,0
NA,NA,0.406479507762917,0,0
NA,NA,0.639339995644309,0,0
NA,NA,-1.50851763737235,0,0
NA,NA,0.00767060439702689,0,0
NA,1,0.524168022000385,1,1
7.85725310149047,1,1.32633587157079,1,0
4.94407174749966,1,-0.113567734432564,1,0
NA,1,1.59914947839686,1,1
1.89745142272176,0,-0.281528098928179,1,0
2.91861022355821,1,-0.0498981389105064,1,0
1.48560198812673,0,0.160214127321124,1,0
1.29304658602152,0,-0.502380562405328,1,0
NA,NA,0.715938048776189,0,0
0.150961752387798,0,-1.34578730316321,1,0
NA,NA,-0.0056435653021491,0,0
NA,NA,-0.540542549739533,0,0
2.88282650281446,1,-0.547073740849682,1,0
7.8320162248125,1,1.15144538704443,1,0
NA,0,1.05221968194591,1,1
3.62073681017191,0,1.59802652870266,1,0
NA,NA,-0.263796793108458,0,0
5.15844154316622,1,0.0324007875469165,1,0
-0.801114441142806,0,-1.55158330768591,1,0
NA,NA,-0.388179430024523,0,0
9.57644191083938,1,1.76414812218013,1,0
0.94749638928937,0,-0.41652772756372,1,0
NA,NA,-1.16633868878939,0,0
NA,NA,0.0418945661851059,0,0
3.61028189258555,0,1.24648913025954,1,0
NA,NA,-1.57797130420835,0,0
1.28344865525152,0,-0.253820471789102,1,0
NA,1,0.467830542050614,1,1
NA,1,1.97752999445585,1,1
NA,1,-0.615605794843624,1,1
NA,0,1.51942160121109,1,1
0.105195847672036,0,-0.43289519356181,1,0
NA,NA,-1.03101770806171,0,0
NA,NA,-1.13433449832271,0,0
NA,NA,-0.221098125377531,0,0
2.30268085620156,0,-0.0224146989039466,1,0
0.484363036269034,0,-0.32290182802397,1,0
2.98568934467052,0,1.05222315972554,1,0
NA,NA,0.189541165695199,0,0
1.08380790298975,0,-0.105827608865873,1,0
NA,NA,-0.602554472532716,0,0
NA,NA,-1.29601593126204,0,0
NA,NA,-1.95932663870655,0,0
NA,NA,0.21341173052117,0,0
NA,NA,0.0253358701112366,0,0
8.38518005412769,1,1.36502318785994,1,0
NA,1,0.291093808244857,1,1
NA,1,0.79721770112609,1,1
NA,NA,0.0409863743756614,0,0
NA,NA,-0.818324049625889,0,0
5.81974723368612,1,0.289640643164427,1,0
NA,NA,0.339787111301115,0,0
NA,NA,-0.817392730763433,0,0
2.457960729812,0,-0.0287493152280801,1,0
NA,1,2.00078165111199,1,1
NA,NA,-1.12926606328462,0,0
NA,1,1.47217859206972,1,1
3.56536893028252,1,-0.227068916484902,1,0
NA,NA,1.48231059624201,0,0
3.42418688627472,1,-0.843053174487288,1,0
NA,NA,-0.0661953274558979,0,0
NA,NA,0.311233498357864,0,0
NA,NA,-0.112590228303414,0,0
NA,NA,0.658738838942645,0,0
NA,0,-0.16686150010949,1,1
NA,1,1.20887346516015,1,1
NA,1,0.170419433884223,1,1
NA,NA,0.692419636244747,0,0
-0.417473937467341,0,-1.18554693655878,1,0
2.46229017887344,1,-0.658389290697043,1,0
3.49681707685015,0,1.08950794879155,1,0
NA,NA,0.508785941160661,0,0
0.858650967322635,0,-0.135906625600424,1,0
2.2260647461398,0,-0.108782736956893,1,0
4.2365032939006,0,0.754900160454641,1,0
0.815704189044713,0,-0.223811321619966,1,0
2.41168789712607,0,0.0749551709399243,1,0
NA,NA,-1.64595480215,0,0
NA,NA,1.77400936515502,0,0
2.61787836507555,0,0.765967915976574,1,0
NA,1,0.832287843010755,1,1
NA,NA,-1.90545752247312,0,0
2.48971633904969,0,-0.0208366761944145,1,0
1.14184054078042,0,-0.408933912448218,1,0
NA,NA,-1.3763863065768,0,0
6.29663744931735,1,0.727430374393256,1,0
8.47608251777463,1,1.23413078123709,1,0
NA,NA,-0.553224405877467,0,0
3.45158922721412,0,-0.229190177928735,1,0
7.28688666621697,1,1.71146198892227,1,0
NA,NA,-1.64980790329702,0,0
NA,NA,0.744220785437818,0,0
NA,NA,-0.314021323980916,0,0
NA,NA,-0.115310841404454,0,0
NA,NA,-0.61097434277214,0,0
NA,1,1.09669537901904,1,1
NA,NA,-1.12716761108376,0,0
5.77660383963733,1,0.962609492438297,1,0
7.96734475302847,1,1.40646401623189,1,0
NA,NA,-1.6416495088997,0,0
NA,NA,-1.12690419254923,0,0
NA,NA,0.591545480502423,0,0
NA,NA,-0.956309119505936,0,0
3.26123316303067,0,-0.691529886346393,1,0
NA,NA,-0.445352767351361,0,0
5.83710707582081,1,-0.344484228326568,1,0
NA,NA,0.703698185246122,0,0
NA,NA,-0.60300576479426,0,0
NA,NA,0.0893504124146815,0,0
NA,1,0.737494637219904,1,1
NA,NA,-1.54037944457177,0,0
NA,NA,-0.689632292648809,0,0
4.6250870852137,1,0.859793460209431,1,0
NA,NA,-0.376519740675772,0,0
NA,NA,-2.53508347030523,0,0
3.32935147945835,1,-0.857809228617209,1,0
NA,NA,0.816026406926163,0,0
NA,NA,-0.426588909225775,0,0
0.228317133239495,0,-0.40463684004168,1,0
NA,NA,-0.145769224262472,0,0
NA,NA,0.71946636806737,0,0
NA,NA,-0.491090752219327,0,0
NA,NA,0.475958438418499,0,0
NA,NA,0.573153668052675,0,0
NA,NA,-1.01885957771565,0,0
NA,NA,-0.0618722344363663,0,0
NA,NA,-0.538305101604451,0,0
4.26034459097882,0,0.416954726110764,1,0
NA,NA,-1.50827665613024,0,0
9.8638411538316,1,1.53916992776747,1,0
8.782553324478,1,1.346018088596,1,0
NA,0,-0.842855777501525,1,1
NA,NA,-0.669874227807658,0,0
0.928746224585622,0,-0.908487448146122,1,0
NA,NA,-0.136540641797694,0,0
NA,NA,-0.501037963291251,0,0
NA,0,0.1126384468164,1,1
NA,NA,-1.87521756309427,0,0
NA,0,0.158546714458315,1,1
6.08467973721028,1,0.0155626712640042,1,0
-0.619602049810663,0,-1.60060346126013,1,0
NA,1,0.275973089169957,1,1
NA,NA,0.0549526398709077,0,0
4.7707418566494,1,-0.230573354697258,1,0
NA,0,-0.0132162906038914,1,1
NA,NA,0.384949196022327,0,0
2.66563585907885,0,0.346723717001246,1,0
NA,NA,-0.431612760578627,0,0
NA,0,1.1501780393287,1,1
NA,NA,-0.0365321928878792,0,0
NA,NA,-0.135801421736564,0,0
NA,NA,0.944618045644523,0,0
NA,NA,0.992041361670064,0,0
NA,NA,-0.700669754968901,0,0
NA,NA,-0.991058671834594,0,0
NA,NA,-0.705618052658819,0,0
NA,1,-1.17577589332822,1,1
NA,NA,-1.78119695174032,0,0
5.72664179769908,1,0.310607521838391,1,0
NA,NA,-0.145110360949431,0,0
4.11473059327994,0,0.642549753692457,1,0
NA,NA,-0.00165936230130426,0,0
6.83904720174497,1,0.409162962077351,1,0
NA,NA,-0.496058147310148,0,0
NA,NA,-0.960107958901165,0,0
NA,NA,0.778132224570433,0,0
2.52922740571138,0,0.761120616327841,1,0
0.0544229511052104,0,-1.73371218388323,1,0
NA,1,0.877294651826758,1,1
NA,NA,-1.7733714389337,0,0
NA,0,-0.0456873243111543,1,1
4.22158830920907,1,-0.394872253984139,1,0
NA,NA,-0.128056266421018,0,0
8.43776039390115,1,1.09623773188662,1,0
NA,NA,-1.2552178606199,0,0
NA,NA,-0.265483694629895,0,0
6.62671687160422,0,2.55330249004026,1,0
NA,NA,-1.47830630595052,0,0
NA,NA,-0.626587568230723,0,0
NA,NA,-0.0410520223413907,0,0
NA,NA,0.199953219832439,0,0
NA,NA,-0.533305600527376,0,0
NA,NA,-0.266032317684011,0,0
NA,0,1.08414781411867,1,1
NA,1,-0.180745479625044,1,1
NA,NA,0.251555319378233,0,0
NA,NA,0.369542235154893,0,0
